city,locality,bhk,total_sqft,price_inr,price_per_sqft,bhk_category
Bengaluru,Manayata Tech Park,2,759,3482000,4587.615283267457,2 BHK
Bengaluru,Manyata Tech Park Nagawara,3,1172,3261999,2783.2755972696245,3 BHK
Bengaluru,Manyata Tech Park Nagawara,2,710,4057000,5714.084507042254,2 BHK
Bengaluru,Hennur Road,2,1185,2848000,2403.3755274261603,2 BHK
Bengaluru,Kogilu Road Near Yelahanka,2,984,2899000,2946.1382113821137,2 BHK
Bengaluru,Sarjapur,2,1182,13000000,10998.307952622674,2 BHK
Bengaluru,sarjapura attibele road,2,1099,4133000,3760.6915377616015,2 BHK
Bengaluru,sarjapura attibele road,3,1399,6100000,4360.257326661901,3 BHK
Bengaluru,sarjapura attibele road,2,943,6090000,6458.112407211029,2 BHK
Bengaluru,Attibele,2,779,4070000,5224.646983311938,2 BHK
Bengaluru,Yelahanka,3,1780,3800000,2134.8314606741574,3 BHK
Bengaluru,Anekal City,2,1025,3779999,3687.8039024390246,2 BHK
Bengaluru,Manyata Tech Park Nagawara,3,1172,4000000,3412.9692832764504,3 BHK
Bengaluru,Thanisandra Main Road,3,1172,2288000,1952.2184300341296,3 BHK
Bengaluru,Thanisandra Main Road,2,783,8820000,11264.367816091954,2 BHK
Bengaluru,Thanisandra Main Road,2,732,4000000,5464.48087431694,2 BHK
Bengaluru,Thanisandra Main Road,2,728,3725000,5116.758241758242,2 BHK
Bengaluru,Abbigere,2,940,6100000,6489.36170212766,2 BHK
Bengaluru,Kaggadasapura,3,2100,3090000,1471.4285714285713,3 BHK
Bengaluru,Bommasandra,2,1005,3199000,3183.0845771144277,2 BHK
Bengaluru,Bommasandra,2,920,2549000,2770.6521739130435,2 BHK
Bengaluru,Telecom Layout Thanisandra,3,1172,5263000,4490.61433447099,3 BHK
Bengaluru,Manyata Tech Park Nagawara,2,728,5238000,7195.054945054945,2 BHK
Bengaluru,Attibele,3,922,5248000,5691.973969631236,3 BHK
Bengaluru,Attibele,3,921,5301000,5755.700325732899,3 BHK
Bengaluru,Bagaluru,2,1030,4916000,4772.815533980583,2 BHK
Bengaluru,HBR Layout,2,1053,7077000,6720.797720797721,2 BHK
Bengaluru,HBR Layout,2,1048,7053000,6729.961832061069,2 BHK
Bengaluru,HBR Layout,2,1050,6768000,6445.714285714285,2 BHK
Bengaluru,Kogilu Road Near Yelahanka,2,1116,5937000,5319.89247311828,2 BHK
Bengaluru,Kogilu Road Near Yelahanka,2,1035,5320000,5140.096618357488,2 BHK
Bengaluru,Kogilu Road Near Yelahanka,3,1490,2848000,1911.4093959731545,3 BHK
Bengaluru,Kogilu Road Near Yelahanka,3,1485,2900000,1952.861952861953,3 BHK
Bengaluru,Kogilu Road Near Yelahanka,3,1425,4500000,3157.8947368421054,3 BHK
Bengaluru,Kogilu Road Near Yelahanka,2,1250,2288000,1830.4,2 BHK
Bengaluru,Kogilu Road Near Yelahanka,2,1120,5340000,4767.857142857143,2 BHK
Bengaluru,Sarjapur,2,943,5030000,5334.040296924708,2 BHK
Bengaluru,Koppa Begur Road,2,875,13400000,15314.285714285714,2 BHK
Bengaluru,Yelahanka,2,937,5322000,5679.82924226254,2 BHK
Bengaluru,Anekal City,1,520,3859000,7421.153846153846,1 BHK
Bengaluru,Babusa Palya,2,1200,5814000,4845.0,2 BHK
Bengaluru,Kogilu Road Near Yelahanka,2,1059,7000000,6610.0094428706325,2 BHK
Bengaluru,Cooke Town,3,1500,7000000,4666.666666666667,3 BHK
Bengaluru,Ramamurthy Nagar,2,1038,4813000,4636.801541425819,2 BHK
Bengaluru,Anekal City,2,950,3900000,4105.263157894737,2 BHK
Bengaluru,Babusa Palya,2,1140,4050000,3552.6315789473683,2 BHK
Bengaluru,Hebbal,3,1520,4700000,3092.1052631578946,3 BHK
Bengaluru,Hebbal,3,1520,9359000,6157.236842105263,3 BHK
Bengaluru,Bommasandra,2,1005,6300000,6268.6567164179105,2 BHK
Bengaluru,Bommasandra,2,1020,3110000,3049.0196078431372,2 BHK
Bengaluru,JP Nagar Phase 8,2,1000,3335000,3335.0,2 BHK
Bengaluru,Sarjapur Road Till Wipro,2,1370,4050000,2956.204379562044,2 BHK
Bengaluru,CV Raman Nagar,3,705,2288000,3245.3900709219856,3 BHK
Bengaluru,Attibele,3,927,3859000,4162.891046386192,3 BHK
Bengaluru,Chandapura Anekal Road,2,947,3261999,3444.5607180570223,2 BHK
Bengaluru,Bommasandra,2,1015,5106000,5030.541871921182,2 BHK
Bengaluru,Chandapura Anekal Road,2,924,5077000,5494.588744588745,2 BHK
Bengaluru,Anekal City,1,520,5058000,9726.923076923076,1 BHK
Bengaluru,Anekal City,2,950,4650000,4894.736842105263,2 BHK
Bengaluru,sarjapura attibele road,2,1099,3700000,3366.696997270246,2 BHK
Bengaluru,Kogilu Road Near Yelahanka,2,1075,3900000,3627.906976744186,2 BHK
Bengaluru,Kogilu Road Near Yelahanka,2,1069,3427000,3205.799812909261,2 BHK
Bengaluru,Kogilu Road Near Yelahanka,2,1065,4864000,4567.136150234742,2 BHK
Bengaluru,Kogilu Road Near Yelahanka,2,979,2745000,2803.88151174668,2 BHK
Bengaluru,Telecom Layout Thanisandra,2,710,5187000,7305.633802816901,2 BHK
Bengaluru,Telecom Layout Thanisandra,2,759,13000000,17127.799736495388,2 BHK
Bengaluru,HBR Layout,1,770,2536000,3293.5064935064934,1 BHK
Bengaluru,Anekal City,1,645,6425000,9961.24031007752,1 BHK
Bengaluru,Jakkur,2,1035,6917000,6683.091787439614,2 BHK
Bengaluru,Kadugodi,3,1762,9359000,5311.577752553916,3 BHK
Bengaluru,Bagaluru,2,1025,3086000,3010.731707317073,2 BHK
Bengaluru,Lavelle Road,4,6900,8500000,1231.8840579710145,4 BHK
Bengaluru,Electronic City Phase 1,2,1155,3859000,3341.125541125541,2 BHK
Bengaluru,Electronic City Phase 1,2,1250,2848000,2278.4,2 BHK
Bengaluru,Electronic City Phase 1,3,1720,3869000,2249.4186046511627,3 BHK
Bengaluru,Attibele,3,920,4864000,5286.95652173913,3 BHK
Bengaluru,Jakkur,2,1330,3106000,2335.3383458646617,2 BHK
Bengaluru,Anekal City,2,950,6014000,6330.526315789473,2 BHK
Bengaluru,Sarjapur,2,943,3100000,3287.3806998939554,2 BHK
Bengaluru,Hosa Road Junction,2,1060,3200000,3018.867924528302,2 BHK
Bengaluru,Attibele,3,926,6500000,7019.438444924406,3 BHK
Bengaluru,Horamavu Banjara Lyout,2,1280,3100000,2421.875,2 BHK
Bengaluru,Attibele,3,924,4492000,4861.471861471861,3 BHK
Bengaluru,Koppa Begur Road,2,1020,4455000,4367.64705882353,2 BHK
Bengaluru,Sarjapur Attibele,3,1467,4220000,2876.6189502385823,3 BHK
Bengaluru,Babusa Palya,2,1535,5000000,3257.328990228013,2 BHK
Bengaluru,Attibele,3,924,15200000,16450.21645021645,3 BHK
Bengaluru,Bagaluru,3,1815,9700000,5344.35261707989,3 BHK
Bengaluru,Bagaluru,3,1800,5803000,3223.8888888888887,3 BHK
Bengaluru,Bommasandra,2,1055,5803000,5500.473933649289,2 BHK
Bengaluru,Jigani,2,939,5883000,6265.17571884984,2 BHK
Bengaluru,Yelahanka,3,1875,5803000,3094.9333333333334,3 BHK
Bengaluru,Electronic City Phase 1,3,1555,5883000,3783.279742765273,3 BHK
Bengaluru,RR Nagar Main Road,2,1095,7498999,6848.400913242009,2 BHK
Bengaluru,RR Nagar,2,1095,5803000,5299.543378995434,2 BHK
Bengaluru,RR Nagar,2,1110,5883000,5300.0,2 BHK
Bengaluru,RR Nagar,2,1110,3800000,3423.4234234234236,2 BHK
Bengaluru,RR Nagar,3,1415,3100000,2190.8127208480564,3 BHK
Bengaluru,RR Nagar Main Road,2,1095,3100000,2831.0502283105025,2 BHK
Bengaluru,Ulsoor,4,7000,3946000,563.7142857142857,4 BHK
Bengaluru,Bommasandra,2,955,4144000,4339.267015706806,2 BHK
Bengaluru,sarjapura attibele road,3,925,3806000,4114.594594594595,3 BHK
Bengaluru,Attibele,3,924,6094000,6595.238095238095,3 BHK
Bengaluru,Telecom Layout Thanisandra,2,731,3950000,5403.556771545827,2 BHK
Bengaluru,Manyata Tech Park Nagawara,2,759,6100000,8036.890645586298,2 BHK
Bengaluru,Manyata Tech Park Nagawara,2,797,5700000,7151.819322459222,2 BHK
Bengaluru,Manyata Tech Park Nagawara,2,732,5400000,7377.049180327869,2 BHK
Bengaluru,Manyata Tech Park Nagawara,3,1172,31000000,26450.511945392493,3 BHK
Bengaluru,Telecom Layout Thanisandra,2,759,4864000,6408.432147562582,2 BHK
Bengaluru,Telecom Layout Thanisandra,3,1172,3100000,2645.051194539249,3 BHK
Bengaluru,Poornaprajna Layout,3,1355,8840000,6523.985239852398,3 BHK
Bengaluru,Channasandra Layout,3,1355,3859000,2847.970479704797,3 BHK
Bengaluru,Hebbal,3,3449,3100000,898.8112496375761,3 BHK
Bengaluru,Anekal City,3,1225,4950000,4040.816326530612,3 BHK
Bengaluru,Kudlu,3,1300,17300000,13307.692307692309,3 BHK
Bengaluru,Anekal City,2,950,15000000,15789.473684210527,2 BHK
Bengaluru,Attibele,3,924,2745000,2970.779220779221,3 BHK
Bengaluru,Doddaballapur,3,1411,3261999,2311.834868887314,3 BHK
Bengaluru,Sarjapur Attibele,3,924,5305000,5741.341991341991,3 BHK
Bengaluru,JP Nagar Phase 7,3,1792,6917000,3859.933035714286,3 BHK
Bengaluru,Kundalahalli,3,2625,3100000,1180.952380952381,3 BHK
Bengaluru,Anekal City,1,645,7545999,11699.223255813953,1 BHK
Bengaluru,Sarjapur,2,1099,3100000,2820.7461328480435,2 BHK
Bengaluru,Thanisandra Main Road,2,1179,3335000,2828.668363019508,2 BHK
Bengaluru,Electronic City Phase 1,2,1250,4864000,3891.2,2 BHK
Bengaluru,Attibele,3,924,3859000,4176.406926406927,3 BHK
Bengaluru,TC Palya Road,2,1372,12500000,9110.787172011662,2 BHK
Bengaluru,Attibele,3,924,7300000,7900.4329004329,3 BHK
Bengaluru,Chandapura,2,947,11900000,12565.997888067583,2 BHK
Bengaluru,Anekal City,3,1225,9300000,7591.836734693878,3 BHK
Bengaluru,Anekal City,2,950,3100000,3263.157894736842,2 BHK
Bengaluru,Ulsoor,3,1570,6800000,4331.210191082802,3 BHK
Bengaluru,Ulsoor,2,904,2975000,3290.929203539823,2 BHK
Bengaluru,Junnasandra,3,2170,4000000,1843.3179723502303,3 BHK
Bengaluru,Junnasandra,3,1691,2544000,1504.4352454169132,3 BHK
Bengaluru,RR Nagar,2,1157,7155000,6184.09680207433,2 BHK
Bengaluru,Koppa Begur Road,2,875,8358000,9552.0,2 BHK
Bengaluru,Bommasandra,2,1005,10900000,10845.771144278608,2 BHK
Bengaluru,Bagaluru,2,1028,39900000,38813.22957198443,2 BHK
Bengaluru,RR Nagar,2,1085,28300000,26082.94930875576,2 BHK
Bengaluru,RR Nagar,3,1350,39100000,28962.962962962964,3 BHK
Bengaluru,Talaghattapura,2,1306,30900000,23660.03062787136,2 BHK
Bengaluru,Talaghattapura,3,1706,41100000,24091.441969519343,3 BHK
Bengaluru,JP Nagar Phase 1,4,3200,25800000,8062.5,4 BHK
Bengaluru,JP Nagar Phase 1,3,2404,49100000,20424.292845257904,3 BHK
Bengaluru,JP Nagar Phase 1,4,3131,22200000,7090.386458000638,4 BHK
Bengaluru,JP Nagar Phase 1,3,2620,22300000,8511.45038167939,3 BHK
Bengaluru,JP Nagar Phase 1,4,3294,6075000,1844.2622950819673,4 BHK
Bengaluru,JP Nagar Phase 1,3,2190,5917000,2701.8264840182646,3 BHK
Bengaluru,JP Nagar Phase 1,4,3933,5040000,1281.4645308924485,4 BHK
Bengaluru,Uttarahalli,3,2235,6412000,2868.903803131991,3 BHK
Bengaluru,Uttarahalli,3,2243,4905000,2186.803388319215,3 BHK
Bengaluru,Yeshwantpur,3,1350,7020000,5200.0,3 BHK
Bengaluru,Basaveswarnagar,3,1315,5535000,4209.125475285171,3 BHK
Bengaluru,Basaveswarnagar,2,1120,5242000,4680.357142857143,2 BHK
Bengaluru,Basaveswarnagar,3,1425,5152000,3615.438596491228,3 BHK
Bengaluru,Basaveswarnagar,2,1090,5422000,4974.311926605505,2 BHK
Bengaluru,Basaveswarnagar,3,1560,5175000,3317.3076923076924,3 BHK
Bengaluru,Basaveswarnagar,2,1230,5062000,4115.447154471544,2 BHK
Bengaluru,Basaveswarnagar,2,1165,7155000,6141.630901287554,2 BHK
Bengaluru,Basaveswarnagar,2,1145,5107000,4460.2620087336245,2 BHK
Bengaluru,Basaveswarnagar,2,1205,5040000,4182.572614107884,2 BHK
Bengaluru,Basaveswarnagar,2,1150,6345000,5517.391304347826,2 BHK
Bengaluru,Basaveswarnagar,2,1125,3030000,2693.3333333333335,2 BHK
Bengaluru,Basaveswarnagar,3,1590,5989000,3766.6666666666665,3 BHK
Bengaluru,Basaveswarnagar,2,1135,29000000,25550.66079295154,2 BHK
Bengaluru,Yeshwantpur,2,1120,5298000,4730.357142857143,2 BHK
Bengaluru,Yeshwantpur,3,1410,5273000,3739.7163120567375,3 BHK
Bengaluru,Bommasandra,2,1010,7300000,7227.722772277228,2 BHK
Bengaluru,Horamavu,2,1215,3779999,3111.1102880658436,2 BHK
Bengaluru,White Field,4,3750,4237000,1129.8666666666666,4 BHK
Bengaluru,HBR Layout,2,1060,4054000,3824.5283018867926,2 BHK
Bengaluru,HBR Layout,2,1055,12000000,11374.40758293839,2 BHK
Bengaluru,Yelahanka New Town,2,1150,3182000,2766.9565217391305,2 BHK
Bengaluru,Thanisandra Main Road,2,728,2851000,3916.2087912087914,2 BHK
Bengaluru,Sarjapur,3,1467,9000000,6134.9693251533745,3 BHK
Bengaluru,sarjapura attibele road,3,1398,4237000,3030.758226037196,3 BHK
Bengaluru,Banaswadi,3,1875,4133000,2204.266666666667,3 BHK
Bengaluru,sarjapura attibele road,2,1069,3650000,3414.405986903648,2 BHK
Bengaluru,sarjapura attibele road,2,944,3650000,3866.5254237288136,2 BHK
Bengaluru,Hebbal,3,1480,4600000,3108.108108108108,3 BHK
Bengaluru,Sarjapur,3,1467,4950000,3374.2331288343557,3 BHK
Bengaluru,MS Ramaiah North City Manayata Tech Park,2,703,2524000,3590.3271692745375,2 BHK
Bengaluru,Thanisandra Main Road,2,703,2854000,4059.7439544807967,2 BHK
Bengaluru,Akshayanagar,2,1000,2800000,2800.0,2 BHK
Bengaluru,Begur,2,1230,2288000,1860.1626016260163,2 BHK
Bengaluru,Bagaluru,2,1020,4133000,4051.9607843137255,2 BHK
Bengaluru,sarjapura attibele road,2,945,7445999,7879.364021164021,2 BHK
Bengaluru,Sadashiva Nagar,3,3350,2300000,686.5671641791045,3 BHK
Bengaluru,Marsur,2,3000,3030000,1010.0,2 BHK
Bengaluru,Anekal City,1,520,3500000,6730.7692307692305,1 BHK
Bengaluru,Anekal City,2,1025,23000000,22439.024390243903,2 BHK
Bengaluru,Hennur Road,3,1460,3083000,2111.6438356164385,3 BHK
Bengaluru,Bommasandra,1,735,8009999,10897.957823129253,1 BHK
Bengaluru,Bommasandra,2,1010,3120000,3089.108910891089,2 BHK
Bengaluru,Jigani,2,918,3300000,3594.7712418300653,2 BHK
Bengaluru,Sarjapur Road,4,2730,2000000,732.6007326007326,4 BHK
Bengaluru,Attibele,3,919,2900000,3155.6039173014146,3 BHK
Bengaluru,Thanisandra Main Road,3,1733,5200000,3000.5770340450085,3 BHK
Bengaluru,Attibele,3,930,2288000,2460.2150537634407,3 BHK
Bengaluru,Hennagara,2,1010,17600000,17425.742574257427,2 BHK
Bengaluru,Koppa Begur Road,1,720,8400000,11666.666666666666,1 BHK
Bengaluru,Babusa Palya,2,1190,8120000,6823.529411764706,2 BHK
Bengaluru,Anekal City,1,520,9600000,18461.53846153846,1 BHK
Bengaluru,EPIP Zone,3,2585,7500000,2901.3539651837523,3 BHK
Bengaluru,BEML Layout 5th Stage,3,1500,4578000,3052.0,3 BHK
Bengaluru,RR Nagar,3,1500,8000000,5333.333333333333,3 BHK
Bengaluru,BEML Layout 5th Stage,3,1450,2288000,1577.9310344827586,3 BHK
Bengaluru,Begur,2,1223,3800000,3107.113654946852,2 BHK
Bengaluru,Banaswadi,2,1120,5520000,4928.571428571428,2 BHK
Bengaluru,T C Palya Main Road,2,1090,20600000,18899.08256880734,2 BHK
Bengaluru,CV Raman Nagar Kaggadasapura,3,2150,3800000,1767.4418604651162,3 BHK
Bengaluru,Anekal City,1,520,6000000,11538.461538461539,1 BHK
Bengaluru,Abbigere,2,910,5000000,5494.505494505494,2 BHK
Bengaluru,Ramamurthy Nagar,2,1070,6800000,6355.140186915888,2 BHK
Bengaluru,Adugodi,3,1945,4600000,2365.038560411311,3 BHK
Bengaluru,Chandapura Anekal Road,3,3500,3500000,1000.0,3 BHK
Bengaluru,BEML Layout,3,1280,6292000,4915.625,3 BHK
Bengaluru,BEML Layout,2,1130,6500000,5752.212389380531,2 BHK
Bengaluru,Ramanjaneyanagar,3,1492,3100000,2077.7479892761394,3 BHK
Bengaluru,Ramanjaneyanagar,2,1092,5950000,5448.717948717948,2 BHK
Bengaluru,Konanakunte,2,1000,10000000,10000.0,2 BHK
Bengaluru,Ramamurthy Nagar,2,1210,3850000,3181.818181818182,2 BHK
Bengaluru,Babusa Palya,2,1535,4000000,2605.8631921824103,2 BHK
Bengaluru,Attibele,3,924,4240000,4588.744588744588,3 BHK
Bengaluru,Electronic City Phase 2,2,1075,2848000,2649.3023255813955,2 BHK
Bengaluru,Hebbal,2,1450,3484000,2402.7586206896553,2 BHK
Bengaluru,Marsur,2,1115,3100000,2780.269058295964,2 BHK
Bengaluru,Kasavanahalli,2,1047,3806000,3635.1480420248326,2 BHK
Bengaluru,sarjapura attibele road,3,1468,3800000,2588.5558583106267,3 BHK
Bengaluru,sarjapura attibele road,2,943,8120000,8610.816542948038,2 BHK
Bengaluru,sarjapura attibele road,2,1183,3900000,3296.703296703297,2 BHK
Bengaluru,Sarjapur Attibele,3,920,3100000,3369.5652173913045,3 BHK
Bengaluru,Manyata Tech Park Nagawara,2,732,3180000,4344.262295081967,2 BHK
Bengaluru,Thanisandra Main Road,2,732,3045000,4159.836065573771,2 BHK
Bengaluru,Poorna Pragna Layout,3,1450,3484000,2402.7586206896553,3 BHK
Bengaluru,Poornapragna Housing Society Layout,2,920,13000000,14130.434782608696,2 BHK
Bengaluru,Attibele,3,924,5664000,6129.87012987013,3 BHK
Bengaluru,sarjapura attibele road,2,1068,6816000,6382.0224719101125,2 BHK
Bengaluru,sarjapura attibele road,2,1017,7800000,7669.616519174041,2 BHK
Bengaluru,sarjapura attibele road,2,1183,7823999,6613.693153000845,2 BHK
Bengaluru,Chikkanayakanahalli at Off Sarjapur,3,1500,5856000,3904.0,3 BHK
Bengaluru,Talaghattapura,2,1180,5112000,4332.203389830508,2 BHK
Bengaluru,Talaghattapura,3,1420,10800000,7605.633802816901,3 BHK
Bengaluru,Talaghattapura,3,1625,5856000,3603.6923076923076,3 BHK
Bengaluru,Talaghattapura,3,1630,5112000,3136.196319018405,3 BHK
Bengaluru,Talaghattapura,2,1220,10800000,8852.459016393443,2 BHK
Bengaluru,Talaghattapura,2,1065,7247000,6804.694835680752,2 BHK
Bengaluru,Subramanyapura,3,1770,2950000,1666.6666666666667,3 BHK
Bengaluru,Talaghattapura,2,1220,4467000,3661.4754098360654,2 BHK
Bengaluru,Talaghattapura,2,1065,8120000,7624.4131455399065,2 BHK
Bengaluru,Subramanyapura,3,1770,19000000,10734.463276836159,3 BHK
Bengaluru,JP Nagar Phase 8,2,1105,2900000,2624.4343891402714,2 BHK
Bengaluru,Koppa Begur Road,2,850,31000000,36470.58823529412,2 BHK
Bengaluru,Bagaluru,3,1805,39000000,21606.648199445983,3 BHK
Bengaluru,DrVishnuvardhan Road,3,1450,20600000,14206.896551724138,3 BHK
Bengaluru,Ashoka Road,3,1800,4600000,2555.5555555555557,3 BHK
Bengaluru,Koppa Begur Road,2,850,3900000,4588.235294117647,2 BHK
Bengaluru,Sahakar Nagar,4,2790,4850000,1738.3512544802868,4 BHK
Bengaluru,Nagawara,3,3771,9359000,2481.8350570140547,3 BHK
Bengaluru,Sindhi Colony,3,1963,28300000,14416.709118695873,3 BHK
Bengaluru,KR Puram Old Madras Road,2,953,23500000,24658.97166841553,2 BHK
Bengaluru,Poornapragna Housing Society Layout,2,920,29900000,32500.0,2 BHK
Bengaluru,Horamavu,2,1079,5224000,4841.519925857276,2 BHK
Bengaluru,Electronic City Phase 1,3,1720,4645000,2700.5813953488373,3 BHK
Bengaluru,Banashankari,4,3033,5258000,1733.5970985822619,4 BHK
Bengaluru,Banashankari,3,2522,4695000,1861.6177636796194,3 BHK
Bengaluru,Banashankari,4,3205,6363000,1985.3354134165368,4 BHK
Bengaluru,Krishnarajapura,2,1244,5157000,4145.498392282958,2 BHK
Bengaluru,Krishnarajapura,2,1106,4594000,4153.707052441229,2 BHK
Bengaluru,Krishnarajapura,2,1252,5145000,4109.424920127795,2 BHK
Bengaluru,Krishnarajapura,2,1118,4641000,4151.162790697675,2 BHK
Bengaluru,Krishnarajapura,3,1515,4636000,3060.06600660066,3 BHK
Bengaluru,Krishnarajapura,2,1228,5737000,4671.824104234528,2 BHK
Bengaluru,Krishnarajapura,2,1094,5733000,5240.402193784278,2 BHK
Bengaluru,Krishnarajapura,2,1225,6174000,5040.0,2 BHK
Bengaluru,Krishnarajapura,2,1105,5124000,4637.10407239819,2 BHK
Bengaluru,Krishnarajapura,2,1104,4569000,4138.586956521739,2 BHK
Bengaluru,Krishnarajapura,2,1366,5115000,3744.509516837482,2 BHK
Bengaluru,Krishnarajapura,2,1365,4540000,3326.007326007326,2 BHK
Bengaluru,Krishnarajapura,3,1470,5569000,3788.4353741496598,3 BHK
Bengaluru,Krishnarajapura,2,1220,4494000,3683.6065573770493,2 BHK
Bengaluru,Krishnarajapura,2,1088,4485000,4122.242647058823,2 BHK
Bengaluru,Krishnarajapura,2,1218,5493000,4509.852216748768,2 BHK
Bengaluru,Krishnarajapura,2,1081,4880000,4514.338575393154,2 BHK
Bengaluru,Krishnarajapura,3,1326,5409000,4079.185520361991,3 BHK
Bengaluru,Krishnarajapura,2,1070,4809000,4494.392523364486,2 BHK
Bengaluru,Krishnarajapura,2,1068,6476000,6063.670411985018,2 BHK
Bengaluru,Krishnarajapura,2,1308,5355000,4094.0366972477063,2 BHK
Bengaluru,Krishnarajapura,2,1162,4846000,4170.39586919105,2 BHK
Bengaluru,Krishnarajapura,2,1288,6489000,5038.04347826087,2 BHK
Bengaluru,Krishnarajapura,2,1145,4830000,4218.340611353712,2 BHK
Bengaluru,Krishnarajapura,3,1542,4737000,3071.9844357976654,3 BHK
Bengaluru,Krishnarajapura,3,1275,4725000,3705.8823529411766,3 BHK
Bengaluru,Krishnarajapura,2,1154,5271000,4567.590987868284,2 BHK
Bengaluru,Krishnarajapura,3,1545,5863000,3794.822006472492,3 BHK
Bengaluru,Krishnarajapura,2,1150,5888000,5120.0,2 BHK
Bengaluru,Krishnarajapura,2,1128,4762000,4221.631205673759,2 BHK
Bengaluru,Krishnarajapura,2,1125,4057000,3606.222222222222,2 BHK
Bengaluru,Krishnarajapura,2,1255,12000000,9561.752988047809,2 BHK
Bengaluru,Krishnarajapura,3,1396,9300000,6661.89111747851,3 BHK
Bengaluru,Krishnarajapura,3,1402,3600000,2567.7603423680457,3 BHK
Bengaluru,Krishnarajapura,2,1134,5800000,5114.638447971782,2 BHK
Bengaluru,sarjapura attibele road,3,1399,5800000,4145.8184417441025,3 BHK
Bengaluru,Banaswadi,3,1875,3600000,1920.0,3 BHK
Bengaluru,Hebbal,2,1417,4100000,2893.436838390967,2 BHK
Bengaluru,Bannerghatta,2,838,5200000,6205.250596658711,2 BHK
Bengaluru,Begur,2,1230,3600000,2926.829268292683,2 BHK
Bengaluru,Begur Road,2,1230,4479000,3641.4634146341464,2 BHK
Bengaluru,Begur Road,2,874,3496000,4000.0,2 BHK
Bengaluru,Begur Road,2,955,4050000,4240.837696335078,2 BHK
Bengaluru,Begur Road,3,1225,8700000,7102.040816326531,3 BHK
Bengaluru,Begur Road,2,838,4864000,5804.295942720763,2 BHK
Bengaluru,Bagaluru,3,1810,5400000,2983.425414364641,3 BHK
Bengaluru,HBR Layout,1,760,3613000,4753.9473684210525,1 BHK
Bengaluru,Telecom Layout Thanisandra,2,783,4133000,5278.416347381864,2 BHK
Bengaluru,Electronic City Phase 1,3,1655,7840000,4737.1601208459215,3 BHK
Bengaluru,Anekal City,3,1225,3217000,2626.122448979592,3 BHK
Bengaluru,Pattanagere,3,1375,42500000,30909.090909090908,3 BHK
Bengaluru,K P Main Road,2,1004,15000000,14940.239043824702,2 BHK
Bengaluru,Anekal City,2,1025,5400000,5268.292682926829,2 BHK
Bengaluru,RR Nagar,3,1400,4864000,3474.285714285714,3 BHK
Bengaluru,Residential Flat Uttarahalli Hobli,2,1154,6900000,5979.202772963605,2 BHK
Bengaluru,Ulsoor,4,3400,6900000,2029.4117647058824,4 BHK
Bengaluru,Kundalahalli,3,2625,6900000,2628.5714285714284,3 BHK
Bengaluru,Chandapura,3,1325,6900000,5207.547169811321,3 BHK
Bengaluru,Anekal City,3,1225,17300000,14122.448979591836,3 BHK
Bengaluru,8th Phase JP Nagar,2,1111,7900000,7110.711071107111,2 BHK
Bengaluru,8th Phase JP Nagar,2,1111,9318000,8387.038703870387,2 BHK
Bengaluru,8th Phase JP Nagar,2,1111,3800000,3420.3420342034206,2 BHK
Bengaluru,8th Phase JP Nagar,2,1111,4864000,4378.037803780378,2 BHK
Bengaluru,JP Nagar Phase 7,3,1792,6500000,3627.2321428571427,3 BHK
Bengaluru,Ramamurthy Nagar,2,1208,4160000,3443.708609271523,2 BHK
Bengaluru,Bagaluru Near Yelahanka,3,1792,26500000,14787.94642857143,3 BHK
Bengaluru,Singasandra,2,1040,11100000,10673.076923076924,2 BHK
Bengaluru,Anekal City,3,1225,3878000,3165.714285714286,3 BHK
Bengaluru,Jaibharath Nagar Bangalore,2,1100,7500000,6818.181818181818,2 BHK
Bengaluru,Talaghattapura,2,1040,3500000,3365.3846153846152,2 BHK
Bengaluru,Harlur,4,3565,3859000,1082.468443197756,4 BHK
Bengaluru,Bagaluru Near Yelahanka,3,2145,4900000,2284.3822843822845,3 BHK
Bengaluru,Kumbalgodu,1,888,3725000,4194.81981981982,1 BHK
Bengaluru,Bagaluru Near Yelahanka,3,1701,3859000,2268.665490887713,3 BHK
Bengaluru,Talaghattapura,2,1004,8200000,8167.330677290836,2 BHK
Bengaluru,Anekal City,2,950,5800000,6105.263157894737,2 BHK
Bengaluru,Bommasandra,3,1260,3030000,2404.7619047619046,3 BHK
Bengaluru,Jigani,2,920,2850000,3097.8260869565215,2 BHK
Bengaluru,Anekal City,2,950,9700000,10210.526315789473,2 BHK
Bengaluru,Ananth Nagar,3,1465,4100000,2798.6348122866893,3 BHK
Bengaluru,Begur,2,1230,5460000,4439.024390243902,2 BHK
Bengaluru,Chandapura,2,785,23000000,29299.36305732484,2 BHK
Bengaluru,Bommasandra,2,545,8083000,14831.19266055046,2 BHK
Bengaluru,Hebbal,2,1129,15000000,13286.093888396812,2 BHK
Bengaluru,Bommasandra,2,1020,3000000,2941.176470588235,2 BHK
Bengaluru,Bommasandra,3,1365,8358000,6123.076923076923,3 BHK
Bengaluru,Sarjapur Road,4,2730,10900000,3992.673992673993,4 BHK
Bengaluru,Byrathi,3,1585,18500000,11671.92429022082,3 BHK
Bengaluru,Budigere Cross,3,2640,18600000,7045.454545454545,3 BHK
Bengaluru,Bommasandra,2,1010,3600000,3564.3564356435645,2 BHK
Bengaluru,Talaghattapura,2,1306,5600000,4287.901990811639,2 BHK
