city,locality,bhk,total_sqft,price_inr,price_per_sqft,bhk_category
Bengaluru,Varthur,2,1135,5404000,4761.233480176212,2 BHK
Bengaluru,Varthur,2,1165,5507000,4727.038626609442,2 BHK
Bengaluru,Varthur,2,1190,6916000,5811.764705882353,2 BHK
Bengaluru,Varthur,3,1530,5549000,3626.797385620915,3 BHK
Bengaluru,Varthur,2,1200,11500000,9583.333333333334,2 BHK
Bengaluru,Sarjapur Road Wipro To Railway Crossing,3,1773,10000000,5640.157924421884,3 BHK
Bengaluru,Sarjapur Road Wipro To Railway Crossing,3,1550,11700000,7548.387096774193,3 BHK
Bengaluru,Sarjapur Road Wipro To Railway Crossing,3,1813,11299999,6232.762824048538,3 BHK
Bengaluru,Sarjapur Road Wipro To Railway Crossing,3,1746,11100000,6357.388316151203,3 BHK
Bengaluru,Sarjapur Road Wipro To Railway Crossing,3,1717,10800000,6290.040768782761,3 BHK
Bengaluru,Sarjapur Road Wipro To Railway Crossing,3,1665,10700000,6426.426426426427,3 BHK
Bengaluru,Sarjapur Road Wipro To Railway Crossing,3,1657,5200000,3138.2015691007846,3 BHK
Bengaluru,Kannur on Thanisandra Main Road,2,980,5200000,5306.122448979592,2 BHK
Bengaluru,Kannur on Thanisandra Main Road,2,980,17200000,17551.020408163266,2 BHK
Bengaluru,JP Nagar Phase 7,3,1776,22799999,12837.837274774774,3 BHK
Bengaluru,JP Nagar Phase 7,3,2370,17300000,7299.5780590717295,3 BHK
Bengaluru,JP Nagar Phase 7,3,1792,29300000,16350.44642857143,3 BHK
Bengaluru,JP Nagar Phase 7,4,3012,7972000,2646.746347941567,4 BHK
Bengaluru,Yelahanka,3,1705,7134999,4184.750146627566,3 BHK
Bengaluru,Kumaraswamy Layout,3,1270,6310000,4968.503937007874,3 BHK
Bengaluru,Kumaraswamy Layout,2,1131,6310000,5579.133510167993,2 BHK
Bengaluru,Kumaraswamy Layout,2,1131,7534999,6662.244916003537,2 BHK
Bengaluru,Talaghattapura,2,1726,5200000,3012.7462340672073,2 BHK
Bengaluru,Hennur,2,1250,5200000,4160.0,2 BHK
Bengaluru,Hennur,2,1250,3888000,3110.4,2 BHK
Bengaluru,Horamavu,2,1080,3870000,3583.3333333333335,2 BHK
Bengaluru,Horamavu,2,1075,4032000,3750.6976744186045,2 BHK
Bengaluru,Horamavu,2,1120,3779999,3374.999107142857,2 BHK
Bengaluru,Horamavu,2,1050,4572000,4354.285714285715,2 BHK
Bengaluru,Horamavu,2,1270,4212000,3316.535433070866,2 BHK
Bengaluru,Horamavu,2,1170,4320000,3692.3076923076924,2 BHK
Bengaluru,Horamavu,2,1200,5008000,4173.333333333333,2 BHK
Bengaluru,Kaggadasapura,2,1102,4999000,4536.297640653357,2 BHK
Bengaluru,Kaggadasapura,2,1100,4659000,4235.454545454545,2 BHK
Bengaluru,Krishnarajapura,3,1412,4118000,2916.43059490085,3 BHK
Bengaluru,Krishnarajapura,2,1248,3940000,3157.051282051282,2 BHK
Bengaluru,Krishnarajapura,2,1194,3828000,3206.030150753769,2 BHK
Bengaluru,Krishnarajapura,2,1160,3927000,3385.344827586207,2 BHK
Bengaluru,Krishnarajapura,2,1190,3960000,3327.731092436975,2 BHK
Bengaluru,Krishnarajapura,2,1200,4659000,3882.5,2 BHK
Bengaluru,Krishnarajapura,2,1200,6148000,5123.333333333333,2 BHK
Bengaluru,Kumbalgodu,3,1083,5848000,5399.815327793167,3 BHK
Bengaluru,Kumbalgodu,3,1082,5089000,4703.327171903882,3 BHK
Bengaluru,Kumbalgodu,2,883,4789000,5423.556058890147,2 BHK
Bengaluru,Uttarahalli,4,4686,24000000,5121.638924455826,4 BHK
Bengaluru,Uttarahalli,3,2235,16100000,7203.579418344519,3 BHK
Bengaluru,Yelahanka,3,2686,16700000,6217.423678332092,3 BHK
Bengaluru,Yelahanka,3,2796,16700000,5972.818311874106,3 BHK
Bengaluru,Yelahanka,3,2798,20700000,7398.141529664046,3 BHK
Bengaluru,Yelahanka,4,3450,15900000,4608.695652173913,4 BHK
Bengaluru,Yelahanka,3,2661,11299999,4246.523487410748,3 BHK
Bengaluru,Yelahanka,3,1892,16000000,8456.659619450316,3 BHK
Bengaluru,Yelahanka,3,2671,9899000,3706.102583302134,3 BHK
Bengaluru,Yelahanka,3,1705,9899000,5805.865102639296,3 BHK
Bengaluru,Yelahanka,3,1705,8000000,4692.08211143695,3 BHK
Bengaluru,RR Nagar,3,1408,23600000,16761.363636363636,3 BHK
Bengaluru,Whitefield,4,3628,8500000,2342.8886438809263,4 BHK
Bengaluru,Jalahalli,3,1340,11500000,8582.089552238805,3 BHK
Bengaluru,Yeshwantpur,3,1940,7931999,4088.6592783505153,3 BHK
Bengaluru,Yeshwantpur,2,1316,32500000,24696.048632218844,2 BHK
Bengaluru,Malleswaram,4,2100,8295999,3950.4757142857143,4 BHK
Bengaluru,Jalahalli,3,1360,9000000,6617.64705882353,3 BHK
Bengaluru,Dasarahalli on Tumkur Road,2,1182,9639000,8154.822335025381,2 BHK
Bengaluru,Budigere Cross,3,1530,8900000,5816.993464052288,3 BHK
Bengaluru,Jalahalli,3,1500,25600000,17066.666666666668,3 BHK
Bengaluru,Whitefield,4,3949,9881000,2502.152443656622,4 BHK
Bengaluru,Yelahanka,3,1545,6310000,4084.1423948220063,3 BHK
Bengaluru,Kumaraswamy Layout,2,1135,7138000,6288.98678414097,2 BHK
Bengaluru,Kumaraswamy Layout,3,1271,6266000,4929.976396538159,3 BHK
Bengaluru,Kumaraswamy Layout,2,1129,4995000,4424.269264836138,2 BHK
Bengaluru,Banaswadi,2,1110,5175000,4662.1621621621625,2 BHK
Bengaluru,Banaswadi,3,1150,3195000,2778.2608695652175,3 BHK
Bengaluru,Banaswadi,2,710,4950000,6971.830985915493,2 BHK
Bengaluru,Banaswadi,2,1100,5107000,4642.727272727273,2 BHK
Bengaluru,Banaswadi,3,1135,22000000,19383.259911894274,3 BHK
Bengaluru,Bilekahalli,3,2368,22000000,9290.54054054054,3 BHK
Bengaluru,Bilekahalli,3,2368,17000000,7179.054054054054,3 BHK
Bengaluru,Kodigehalli,3,1810,14600000,8066.298342541437,3 BHK
Bengaluru,Kodigehalli,3,1665,12100000,7267.267267267267,3 BHK
Bengaluru,Kodigehalli,3,1420,10700000,7535.211267605634,3 BHK
Bengaluru,Kodigehalli,2,1245,7015000,5634.538152610442,2 BHK
Bengaluru,Uttarahalli Hobli,3,1352,4700000,3476.3313609467455,3 BHK
Bengaluru,Horamavu,2,1050,5179000,4932.380952380952,2 BHK
Bengaluru,Whitefield,2,1085,8000000,7373.271889400921,2 BHK
Bengaluru,Bellandur,3,1660,7900000,4759.036144578313,3 BHK
Bengaluru,Electronic City Phase 1,3,1600,8200000,5125.0,3 BHK
Bengaluru,Adugodi,2,1495,9000000,6020.066889632107,2 BHK
Bengaluru,Koramangala,2,1125,7122000,6330.666666666667,2 BHK
Bengaluru,Kumaraswamy Layout,3,1269,6222000,4903.073286052009,3 BHK
Bengaluru,Kumaraswamy Layout,2,1125,4500000,4000.0,2 BHK
Bengaluru,Battarahalli,2,1119,6500000,5808.75781948168,2 BHK
Bengaluru,Narayanapura on Hennur Main Road,2,1319,6900000,5231.235784685367,2 BHK
Bengaluru,Narayanapura on Hennur Main Road,1,1319,16900000,12812.736921910539,1 BHK
Bengaluru,Yelahanka,4,3450,9200000,2666.6666666666665,4 BHK
Bengaluru,Jalahalli,3,1475,8800000,5966.1016949152545,3 BHK
Bengaluru,Brookefield,2,1300,7015000,5396.153846153846,2 BHK
Bengaluru,Uttarahalli Hobli,2,1002,7678000,7662.674650698603,2 BHK
Bengaluru,Whitefield,3,1600,5179000,3236.875,3 BHK
Bengaluru,Whitefield,2,1085,7780000,7170.506912442396,2 BHK
Bengaluru,Electronic City Phase 2,3,1465,5652000,3858.0204778156995,3 BHK
Bengaluru,Electronic City Phase 2,2,1035,3186000,3078.2608695652175,2 BHK
Bengaluru,Narayanaghatta,2,1080,3271000,3028.703703703704,2 BHK
Bengaluru,Narayanaghatta,2,1109,2852000,2571.6862037871956,2 BHK
Bengaluru,Narayanaghatta,2,967,3206000,3315.40847983454,2 BHK
Bengaluru,Narayanaghatta,2,1087,3009000,2768.1692732290708,2 BHK
Bengaluru,Narayanaghatta,2,1020,2979000,2920.5882352941176,2 BHK
Bengaluru,Narayanaghatta,2,1010,3250000,3217.8217821782177,2 BHK
Bengaluru,Narayanaghatta,2,1102,8749000,7939.2014519056265,2 BHK
Bengaluru,Talaghattapura,3,1839,6870000,3735.725938009788,3 BHK
Bengaluru,Talaghattapura,2,1419,8243000,5809.020436927413,2 BHK
Bengaluru,Talaghattapura,3,1726,6210000,3597.914252607184,3 BHK
Bengaluru,Kumaraswamy Layout,2,1128,5311000,4708.333333333333,2 BHK
Bengaluru,Horamavu,3,1314,6300000,4794.520547945205,3 BHK
Bengaluru,Varthur,2,1010,5950000,5891.089108910891,2 BHK
Bengaluru,Talaghattapura,2,1002,19800000,19760.47904191617,2 BHK
Bengaluru,Thanisandra,4,2508,7150000,2850.877192982456,4 BHK
Bengaluru,Kumaraswamy Layout,3,1271,6175000,4858.3792289535795,3 BHK
Bengaluru,Kumaraswamy Layout,2,1129,2633000,2332.15234720992,2 BHK
Bengaluru,Electronics City,2,1075,2900000,2697.6744186046512,2 BHK
Bengaluru,Electronics City,2,1000,4900000,4900.0,2 BHK
Bengaluru,Akshayanagar,2,1380,5360000,3884.057971014493,2 BHK
Bengaluru,Akshayanagar,3,1375,6709999,4879.999272727273,3 BHK
Bengaluru,Hennur,2,1135,5703000,5024.669603524229,2 BHK
Bengaluru,Horamavu,2,1068,5000000,4681.647940074907,2 BHK
Bengaluru,Hennur,2,1208,9400000,7781.456953642384,2 BHK
Bengaluru,Kalyan Nagar,2,1347,7134999,5296.955456570156,2 BHK
Bengaluru,Kumaraswamy Layout,3,1271,6210000,4885.916601101495,3 BHK
Bengaluru,Kumaraswamy Layout,2,1129,8800000,7794.508414526129,2 BHK
Bengaluru,Talaghattapura,3,1411,10000000,7087.172218284904,3 BHK
Bengaluru,Whitefield,3,1777,5401000,3039.39223410242,3 BHK
Bengaluru,Kammmanhalli,2,1031,27500000,26673.13288069835,2 BHK
Bengaluru,Banashankari,3,2130,5710000,2680.7511737089203,3 BHK
Bengaluru,Horamavu,2,1066,6016000,5643.527204502814,2 BHK
Bengaluru,Hennur,3,1418,6534999,4608.6029619181945,3 BHK
Bengaluru,Lingarajapuram,3,1236,3888000,3145.631067961165,3 BHK
Bengaluru,Horamavu,2,919,9410000,10239.390642002176,2 BHK
Bengaluru,Kalyan Nagar,2,1348,8009999,5942.135756676558,2 BHK
Bengaluru,Kammanahalli,3,1427,6210000,4351.786965662229,3 BHK
Bengaluru,Kalyan Nagar,2,1007,7005000,6956.305858987091,2 BHK
Bengaluru,Kammanahalli,2,1308,3820000,2920.489296636086,2 BHK
Bengaluru,Horamavu,2,921,7150000,7763.300760043431,2 BHK
Bengaluru,Kumaraswamy Layout,3,1260,6534000,5185.714285714285,3 BHK
Bengaluru,Lingarajapuram,2,1237,3708000,2997.574777687955,2 BHK
Bengaluru,Horamavu,2,918,5700000,6209.150326797386,2 BHK
Bengaluru,Horamavu,2,1065,5600000,5258.215962441314,2 BHK
Bengaluru,Indira Nagar,2,1335,7200000,5393.258426966292,2 BHK
Bengaluru,Kumaraswamy Layout,3,1275,6225000,4882.35294117647,3 BHK
Bengaluru,Kumaraswamy Layout,2,1125,8600000,7644.444444444444,2 BHK
Bengaluru,HSR Layout,2,1340,5702000,4255.223880597015,2 BHK
Bengaluru,Horamavu,2,1067,6767000,6342.080599812559,2 BHK
Bengaluru,Sarjapur Road Wipro To Railway Crossing,3,1304,16500000,12653.374233128834,3 BHK
Bengaluru,Banashankari,3,1900,21500000,11315.78947368421,3 BHK
Bengaluru,Nagasandra,3,2200,8012000,3641.818181818182,3 BHK
Bengaluru,Kammanahalli,3,1425,3711999,2604.9115789473685,3 BHK
Bengaluru,Horamavu,2,917,6200000,6761.177753544166,2 BHK
Bengaluru,Hennur,2,1006,5000000,4970.178926441352,2 BHK
Bengaluru,Hennur,2,1200,9000000,7500.0,2 BHK
Bengaluru,Jalahalli,3,1584,8006999,5054.923611111111,3 BHK
Bengaluru,Kammanahalli,3,1425,8218000,5767.017543859649,3 BHK
Bengaluru,Electronic City Phase 2,3,1505,8370999,5562.1255813953485,3 BHK
Bengaluru,Electronic City Phase 2,3,1535,8039000,5237.133550488599,3 BHK
Bengaluru,Electronic City Phase 2,3,1470,5868000,3991.8367346938776,3 BHK
Bengaluru,Electronic City Phase 2,2,1045,6021000,5761.722488038277,2 BHK
Bengaluru,Electronic City Phase 2,2,1075,7194000,6692.093023255814,2 BHK
Bengaluru,Electronic City Phase 2,2,1290,7581000,5876.7441860465115,2 BHK
Bengaluru,Electronic City Phase 2,2,1380,8137000,5896.376811594203,2 BHK
Bengaluru,Electronic City Phase 2,3,1465,7500000,5119.453924914676,3 BHK
Bengaluru,Kalyan Nagar,2,1204,3710000,3081.3953488372094,2 BHK
Bengaluru,Horamavu,2,916,4500000,4912.663755458515,2 BHK
Bengaluru,Kaval Byrasandra,1,850,38000000,44705.882352941175,1 BHK
Bengaluru,RMV,4,3000,27000000,9000.0,4 BHK
Bengaluru,Sanjay Nagar,4,3250,13500000,4153.846153846154,4 BHK
Bengaluru,Sanjeevini Nagar,3,1800,5146000,2858.8888888888887,3 BHK
Bengaluru,Horamavu,2,971,8900000,9165.808444902163,2 BHK
Bengaluru,Yelahanka,3,1400,7150000,5107.142857142857,3 BHK
Bengaluru,Kumaraswamy Layout,3,1266,11700000,9241.706161137441,3 BHK
Bengaluru,Jayanagar,2,925,6400000,6918.918918918919,2 BHK
Bengaluru,Kannur on Thanisandra Main Road,2,1049,15900000,15157.292659675883,2 BHK
Bengaluru,Jayanagar,3,1285,7175000,5583.657587548638,3 BHK
Bengaluru,Kumaraswamy Layout,3,1265,15500000,12252.96442687747,3 BHK
Bengaluru,JP Nagar Phase 4,3,2026,21000000,10365.251727541954,3 BHK
Bengaluru,JP Nagar Phase 4,4,2731,7200000,2636.3969242035882,4 BHK
Bengaluru,Kumaraswamy Layout,3,1275,7400000,5803.921568627451,3 BHK
Bengaluru,Dasarahalli on Tumkur Road,2,1182,11800000,9983.079526226735,2 BHK
Bengaluru,Jayanagar,2,940,9900000,10531.91489361702,2 BHK
Bengaluru,Yelahanka,3,1530,21500000,14052.287581699346,3 BHK
Bengaluru,JP Nagar Phase 4,3,2437,6200000,2544.11161263849,3 BHK
Bengaluru,Hennur,2,1266,6017000,4752.764612954186,2 BHK
Bengaluru,Hennur,2,1417,4900000,3458.0098800282285,2 BHK
Bengaluru,Hennur,2,1204,9400000,7807.308970099668,2 BHK
Bengaluru,Kalyan Nagar,2,1347,8005000,5942.835931700074,2 BHK
Bengaluru,Kammanahalli,3,1423,6200000,4356.992269852424,3 BHK
Bengaluru,Hennur,2,1005,3704999,3686.5661691542286,2 BHK
Bengaluru,Horamavu,2,915,6356000,6946.448087431694,2 BHK
Bengaluru,Kumaraswamy Layout,2,1135,6533000,5755.9471365638765,2 BHK
Bengaluru,Lingarajapuram,2,1236,12800000,10355.987055016181,2 BHK
Bengaluru,Hebbal,3,1670,12700000,7604.790419161676,3 BHK
Bengaluru,Hebbal,3,1682,6220000,3697.9785969084423,3 BHK
Bengaluru,Kumaraswamy Layout,2,1125,16100000,14311.111111111111,2 BHK
Bengaluru,Cooke Town,3,1900,6175000,3250.0,3 BHK
Bengaluru,Kumaraswamy Layout,2,1120,6256000,5585.714285714285,2 BHK
Bengaluru,Kumaraswamy Layout,2,1130,6356000,5624.778761061947,2 BHK
Bengaluru,Kumaraswamy Layout,2,1135,10200000,8986.784140969163,2 BHK
Bengaluru,Adugodi,2,1083,9000000,8310.249307479224,2 BHK
Bengaluru,Dasarahalli on Tumkur Road,3,1446,7000000,4840.940525587828,3 BHK
Bengaluru,Yelahanka,2,1040,8100000,7788.461538461538,2 BHK
Bengaluru,Avalahalli Off Sarjapur Road,3,1618,17100000,10568.603213844252,3 BHK
Bengaluru,Frazer Town,3,1717,26000000,15142.690739662201,3 BHK
Bengaluru,Konanakunte,4,2689,15800000,5875.790256600967,4 BHK
Bengaluru,Jayanagar,3,1270,6325000,4980.314960629921,3 BHK
Bengaluru,Kumaraswamy Layout,2,1130,21000000,18584.070796460175,2 BHK
Bengaluru,Indira Nagar,3,1836,7500000,4084.967320261438,3 BHK
Bengaluru,Marathahalli,3,1263,22500000,17814.726840855106,3 BHK
Bengaluru,Sampangiram Nagar,3,2000,4999000,2499.5,3 BHK
Bengaluru,Hennur,2,1143,4318000,3777.777777777778,2 BHK
Bengaluru,Nelamangala,2,814,6310000,7751.842751842752,2 BHK
Bengaluru,Kalyan Nagar,2,1104,6519000,5904.891304347826,2 BHK
Bengaluru,Lingarajapuram,2,1230,11399999,9268.2918699187,2 BHK
Bengaluru,Narayanapura on Hennur Main Road,3,2000,5509000,2754.5,3 BHK
Bengaluru,Hennur,2,1205,11399999,9460.580082987552,2 BHK
Bengaluru,Narayanapura on Hennur Main Road,3,2000,5046000,2523.0,3 BHK
Bengaluru,Nelamangala,2,966,4262000,4412.008281573499,2 BHK
Bengaluru,Horamavu,2,1075,7843000,7295.813953488372,2 BHK
Bengaluru,Chikkagubbi on Hennur Main Road,2,1180,6356000,5386.440677966101,2 BHK
Bengaluru,Kumaraswamy Layout,2,1135,7200000,6343.612334801762,2 BHK
Bengaluru,Kumaraswamy Layout,3,1275,6500000,5098.0392156862745,3 BHK
Bengaluru,Richmond Town,4,3282,78700000,23979.280926264473,4 BHK
Bengaluru,Richmond Town,3,2826,74300000,26291.57820240623,3 BHK
Bengaluru,Richmond Town,3,2779,23500000,8456.27923713566,3 BHK
Bengaluru,Armane Nagar,3,1580,6626000,4193.670886075949,3 BHK
Bengaluru,Electronic City Phase 1,2,1300,3759000,2891.5384615384614,2 BHK
Bengaluru,Electronic City Phase 1,1,690,5921000,8581.159420289856,1 BHK
Bengaluru,Electronic City Phase 1,2,1150,7331000,6374.782608695652,2 BHK
Bengaluru,Electronic City Phase 1,3,1450,5968000,4115.862068965517,3 BHK
Bengaluru,Electronic City Phase 1,2,1160,6015000,5185.3448275862065,2 BHK
Bengaluru,Electronic City Phase 1,2,1170,23500000,20085.470085470086,2 BHK
Bengaluru,Vasanth Nagar,3,1580,6000000,3797.46835443038,3 BHK
Bengaluru,Hennur,3,1143,8000000,6999.12510936133,3 BHK
Bengaluru,Kammanahalli,3,1419,8400000,5919.661733615222,3 BHK
Bengaluru,Brookefield,2,1047,4500000,4297.994269340974,2 BHK
Bengaluru,Krishnarajapura,2,1119,4700000,4200.17873100983,2 BHK
Bengaluru,Anjanapura,2,1140,4500000,3947.3684210526317,2 BHK
Bengaluru,Battarahalli,2,1119,13700000,12243.07417336908,2 BHK
Bengaluru,Brookefield,3,1724,4060000,2354.988399071926,3 BHK
Bengaluru,Kumbalgodu,2,883,9501000,10759.9093997735,2 BHK
Bengaluru,Chikkagubbi on Hennur Main Road,3,1450,7200000,4965.517241379311,3 BHK
Bengaluru,Kumaraswamy Layout,3,1275,3600000,2823.529411764706,3 BHK
Bengaluru,Horamavu,2,910,3864000,4246.153846153846,2 BHK
Bengaluru,Nelamangala,2,708,4349000,6142.655367231639,2 BHK
Bengaluru,Nelamangala,2,814,4349000,5342.751842751843,2 BHK
Bengaluru,Nelamangala,2,814,6522000,8012.285012285012,2 BHK
Bengaluru,Lingarajapuram,2,1233,50000000,40551.500405515006,2 BHK
Bengaluru,Rajajinagar,4,4053,47500000,11719.713792252653,4 BHK
Bengaluru,Rajajinagar,4,3766,49800000,13223.579394583112,4 BHK
Bengaluru,Basavanagudi,4,3357,74300000,22132.85671730712,4 BHK
Bengaluru,Richmond Town,3,2779,6626000,2384.310903202591,3 BHK
Bengaluru,Electronic City Phase 1,2,1300,5592000,4301.538461538462,2 BHK
Bengaluru,Electronic City Phase 1,2,1080,4840000,4481.481481481482,2 BHK
Bengaluru,Electronic City Phase 1,2,920,5921000,6435.869565217391,2 BHK
Bengaluru,Electronic City Phase 1,2,1150,5498000,4780.869565217391,2 BHK
Bengaluru,Electronic City Phase 1,2,1060,6015000,5674.528301886792,2 BHK
Bengaluru,Electronic City Phase 1,2,1170,5545000,4739.316239316239,2 BHK
Bengaluru,Electronic City Phase 1,2,1070,6600000,6168.22429906542,2 BHK
Bengaluru,Nagarbhavi,2,1116,6000000,5376.344086021505,2 BHK
Bengaluru,Nagarbhavi,2,1005,5400000,5373.134328358209,2 BHK
Bengaluru,Nagarbhavi,2,903,5300000,5869.3244739756365,2 BHK
Bengaluru,Nagarbhavi,2,884,23600000,26696.83257918552,2 BHK
Bengaluru,Jayanagar,2,1759,22000000,12507.106310403638,2 BHK
Bengaluru,Hebbal,3,2600,21000000,8076.923076923077,3 BHK
Bengaluru,Thanisandra,3,2440,115000000,47131.147540983606,3 BHK
Bengaluru,Hebbal,3,4150,7800000,1879.5180722891566,3 BHK
Bengaluru,Nagarbhavi,3,1318,5592000,4242.792109256449,3 BHK
Bengaluru,Electronic City Phase 1,2,1070,6950000,6495.327102803738,2 BHK
Bengaluru,Avalahalli Off Sarjapur Road,2,1392,6711000,4821.120689655172,2 BHK
Bengaluru,Avalahalli Off Sarjapur Road,3,1320,4209000,3188.6363636363635,3 BHK
Bengaluru,Avalahalli Off Sarjapur Road,1,771,5478000,7105.058365758755,1 BHK
Bengaluru,Avalahalli Off Sarjapur Road,2,1128,3267000,2896.276595744681,2 BHK
Bengaluru,Avalahalli Off Sarjapur Road,1,568,11100000,19542.25352112676,1 BHK
Bengaluru,Avalahalli Off Sarjapur Road,4,2221,6731000,3030.6168392615937,4 BHK
Bengaluru,Avalahalli Off Sarjapur Road,2,1268,6385000,5035.488958990536,2 BHK
Bengaluru,Avalahalli Off Sarjapur Road,2,1272,10800000,8490.566037735849,2 BHK
Bengaluru,Avalahalli Off Sarjapur Road,4,2147,6023000,2805.309734513274,4 BHK
Bengaluru,Sarjapur,3,1372,5039000,3672.7405247813413,3 BHK
Bengaluru,Sarjapur,2,1148,4943000,4305.749128919861,2 BHK
Bengaluru,Sarjapur,2,1126,4938000,4385.435168738899,2 BHK
Bengaluru,Sarjapur,2,1125,9025000,8022.222222222223,2 BHK
Bengaluru,Sarjapur,3,2056,4987000,2425.5836575875487,3 BHK
Bengaluru,Sarjapur,2,1136,6299000,5544.894366197183,2 BHK
Bengaluru,Sarjapur,3,1435,7175000,5000.0,3 BHK
Bengaluru,Kumaraswamy Layout,3,1275,15800000,12392.156862745098,3 BHK
Bengaluru,Jayanagar,3,1282,11800000,9204.36817472699,3 BHK
Bengaluru,JP Nagar Phase 4,2,1541,14000000,9085.009733939001,2 BHK
Bengaluru,Narayanapura on Hennur Main Road,3,3500,3800000,1085.7142857142858,3 BHK
Bengaluru,Badamanavarthekaval,2,1100,6300000,5727.272727272727,2 BHK
Bengaluru,Marathahalli,2,1096,6300000,5748.175182481752,2 BHK
Bengaluru,Marathahalli,2,1096,5754000,5250.0,2 BHK
Bengaluru,Harlur,3,1370,3465000,2529.197080291971,3 BHK
Bengaluru,Harlur,1,825,4158000,5040.0,1 BHK
Bengaluru,Harlur,2,990,4704000,4751.515151515152,2 BHK
Bengaluru,Harlur,2,1120,6000000,5357.142857142857,2 BHK
Bengaluru,NRI Layout,3,1200,6000000,5000.0,3 BHK
Bengaluru,NRI Layout,3,1200,3978000,3315.0,3 BHK
Bengaluru,Bommanahalli,2,920,3776000,4104.347826086957,2 BHK
Bengaluru,Bommanahalli,2,870,3836999,4410.34367816092,2 BHK
Bengaluru,Bommanahalli,2,885,4686000,5294.9152542372885,2 BHK
Bengaluru,Bommanahalli,2,1040,3232000,3107.6923076923076,2 BHK
Bengaluru,Bommanahalli,2,735,2768000,3765.986394557823,2 BHK
Bengaluru,Bommanahalli,1,620,3917000,6317.741935483871,1 BHK
Bengaluru,Bommanahalli,2,905,3877000,4283.977900552486,2 BHK
Bengaluru,Bommanahalli,2,895,2558000,2858.1005586592178,2 BHK
Bengaluru,Bommanahalli,1,568,3554000,6257.042253521126,1 BHK
Bengaluru,Bommanahalli,2,815,4699000,5765.644171779141,2 BHK
Bengaluru,Anjanapura,2,1140,4399000,3858.7719298245615,2 BHK
Bengaluru,Krishnarajapura,2,1119,5999000,5361.036639857015,2 BHK
Bengaluru,Anjanapura,3,1390,7500000,5395.6834532374105,3 BHK
Bengaluru,Kalyan Nagar,2,1200,6998000,5831.666666666667,2 BHK
Bengaluru,Kammanahalli,2,1306,6523000,4994.640122511485,2 BHK
Bengaluru,Lingarajapuram,2,1234,6313000,5115.883306320908,2 BHK
Bengaluru,Kalyan Nagar,2,1106,3619000,3272.1518987341774,2 BHK
Bengaluru,Horamavu,2,912,6000000,6578.9473684210525,2 BHK
Bengaluru,Krishnarajapura,3,1304,6709999,5145.704754601227,3 BHK
Bengaluru,Hennur,2,1131,7509999,6640.1405835543765,2 BHK
Bengaluru,Kalyan Nagar,2,1201,7800000,6494.58784346378,2 BHK
Bengaluru,Kammanahalli,2,1050,8000000,7619.047619047619,2 BHK
Bengaluru,Kammanahalli,3,1421,6313000,4442.646023926812,3 BHK
Bengaluru,Kalyan Nagar,2,1106,3700000,3345.3887884267633,2 BHK
Bengaluru,Horamavu,2,913,4400000,4819.277108433735,2 BHK
Bengaluru,Battarahalli,2,1119,4948000,4421.805183199285,2 BHK
Bengaluru,Bommanahalli,3,1105,4928000,4459.72850678733,3 BHK
Bengaluru,Bommanahalli,2,1100,10300000,9363.636363636364,2 BHK
Bengaluru,Electronic City Phase 2,3,1590,10300000,6477.987421383647,3 BHK
Bengaluru,Electronic City Phase 2,3,1590,10400000,6540.8805031446545,3 BHK
Bengaluru,Electronic City Phase 2,3,1640,10400000,6341.463414634146,3 BHK
Bengaluru,Electronic City Phase 2,3,1605,12400000,7725.856697819315,3 BHK
Bengaluru,Electronic City Phase 2,3,1940,10600000,5463.917525773196,3 BHK
Bengaluru,Electronic City Phase 2,3,1610,10400000,6459.627329192546,3 BHK
Bengaluru,Electronic City Phase 2,3,1610,11500000,7142.857142857143,3 BHK
Bengaluru,Electronic City Phase 2,3,1790,11500000,6424.581005586592,3 BHK
Bengaluru,Electronic City Phase 2,3,1790,14200000,7932.960893854749,3 BHK
Bengaluru,Electronic City Phase 2,4,2225,14200000,6382.0224719101125,4 BHK
Bengaluru,Electronic City Phase 2,3,1395,9117000,6535.4838709677415,3 BHK
Bengaluru,Electronic City Phase 2,4,2150,4400000,2046.5116279069769,4 BHK
Bengaluru,Bommanahalli,2,1100,6498000,5907.272727272727,2 BHK
Bengaluru,Kaggadasapura,3,1400,6311000,4507.857142857143,3 BHK
Bengaluru,Kalyan Nagar,2,1105,6300000,5701.3574660633485,2 BHK
Bengaluru,Dasarahalli,3,1400,6300000,4500.0,3 BHK
Bengaluru,Dasarahalli,3,1400,4809000,3435.0,3 BHK
Bengaluru,Lingarajapuram,2,904,6700000,7411.504424778761,2 BHK
Bengaluru,Begur,3,1770,29900000,16892.655367231637,3 BHK
Bengaluru,Whitefield Hope Farm Junction,4,3729,28600000,7669.616519174041,4 BHK
Bengaluru,Whitefield Hope Farm Junction,4,3660,44700000,12213.11475409836,4 BHK
Bengaluru,Whitefield Hope Farm Junction,5,5366,3611000,672.9407379798732,5+ BHK
Bengaluru,Horamavu,2,911,5500000,6037.321624588364,2 BHK
Bengaluru,Richmond Town,3,3049,69900000,22925.549360446046,3 BHK
Bengaluru,Richmond Town,3,3067,62800000,20476.035213563744,3 BHK
Bengaluru,Richmond Town,3,2755,69000000,25045.372050816695,3 BHK
Bengaluru,Richmond Town,3,3027,63000000,20812.68582755203,3 BHK
